Fraktion;Name;Date;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;partyabbrev;edate;date;rile;pervote;Rel_Seats;Date_new;Corona;Corona_dur;Health;Days_next_ele;Rile_Dist
FDP;Diätenanpassung der Abgeordneten;13. Dezember 2017;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA; 69;  1;  1; 8;0,98571429; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2017-12-13;0;-809;0;1383; 9,918
FDP;Verlängerung Ausbildungsfortsetzung Irak;12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;152;  0;  0; 8;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2017-12-12;0;-810;0;1384; 9,918
FDP;Ausweitung des Ausbildungseinsatzes der Bundeswehr in Afghanistan;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 2;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-03-22;0;-710;0;1284; 9,918
FDP;Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 75;  0; 5;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-05-14;1;74;1;500; 9,918
FDP;Bekämpfung illegaler Beschäftigung verstärken;06. Juni 2019;Arbeit und Beschäftigung; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  0; 73; 5;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-06-06;0;-269;0;843; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2020/2021);27. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 73;  0;  1; 6;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-05-27;1;87;0;487; 9,918
FDP;Änderung des Bundeswahlgesetzes;08. Oktober 2020;Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;NA;  0;154;  0; 6;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-10-08;1;221;0;353; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 73;  0;  0; 7;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-05-09;0;-297;0;871; 9,918
FDP;Aufnahme von EU-Beitrittsverhandlungen mit Albanien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;  1; 67;  0;12;0,01470588; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-09-26;0;-157;0;731; 9,918
FDP;Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 4;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2017-12-12;0;-810;0;1384; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019);26. April 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 4;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-04-26;0;-675;0;1249; 9,918
FDP;Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 73;  0;  0; 7;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-21;0;-346;0;920; 9,918
FDP;"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")";21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 71;  0;  0; 8;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-21;0;-346;0;920; 9,918
FDP;Erhöhung des BAföGs;16. Mai 2019;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 59;18;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-05-16;0;-290;0;864; 9,918
FDP;"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")";21. Februar 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;146;  0;  0;14;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-02-21;0;-374;0;948; 9,918
FDP;Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland;18. Juni 2020;Arbeit und Beschäftigung; Europapolitik und Europäische Union; Wirtschaft;NA;NA;NA;NA;  0; 68;  0;12;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-06-18;1;109;0;465; 9,918
FDP;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien;24. Oktober 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 68;  0;12;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-10-24;0;-129;0;703; 9,918
FDP;Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA; 72;  0;  0; 8;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-01-18;0;-408;0;982; 9,918
FDP;Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA; 67;  0;  2;11;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-11-14;0;-108;0;682; 9,918
FDP;Ausschluss der NPD von der Parteienfinanzierung;26. April 2018;Innere Sicherheit; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA; 71;  0;  0; 9;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-04-26;0;-675;0;1249; 9,918
FDP;Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 77;  0; 2;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-07-04;0;-606;0;1180; 9,918
FDP;Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 73;  0; 5;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-11-27;0;-95;0;669; 9,918
FDP;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak;18. Oktober 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 72;  0; 7;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-10-18;0;-500;0;1074; 9,918
FDP;Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 71;  0;  0; 9;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-09-17;1;200;0;374; 9,918
FDP;Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;  0; 72;  0; 8;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-11-08;0;-479;0;1053; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 71;  0;  0; 9;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-05-09;0;-297;0;871; 9,918
FDP;Änderung des Marktorganisationsgesetzes;21. März 2019;Außenwirtschaft; Öffentliche Finanzen; Steuern und Abgaben; Staat und Verwaltung;NA;NA;NA;142;  0;  0;18;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-21;0;-346;0;920; 9,918
FDP;Verlängerung des Darfur-Einsatzes (UNAMID 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 4;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2017-12-13;0;-809;0;1383; 9,918
FDP;Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern;11. April 2019;Gesellschaftspolitik; soziale Gruppen; Soziale Sicherung;NA;NA;NA;NA;  0; 66;  0;12;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-04-11;0;-325;0;899; 9,918
FDP;Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 59;  0;18;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-06-07;0;-268;0;842; 9,918
FDP;Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 76;  0;  0; 4;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2017-12-12;0;-810;0;1384; 9,918
FDP;Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 71;  0; 9;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-11-14;0;-108;0;682; 9,918
